# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
ENSG00000051009   11    6132565    6355941    126      30  158002     -0.63339    -7.927e-14     -0.63339
ENSG00000132259   11    6155995    6365659    113      28  157611     -0.41984    -7.927e-14     -0.41984
ENSG00000110148   11    6180966    6393357    109      26  157675     -0.35527    -7.927e-14     -0.35527
ENSG00000170955   11    6240176    6441877     98      28  157195     -0.52184    -7.927e-14     -0.52184
ENSG00000166311   11    6311655    6516228     83      25  155918      -1.2531    -7.927e-14      -1.2531
ENSG00000166313   11    6316355    6540644     99      26  156421     -0.56489    -7.927e-14     -0.56489
ENSG00000110169   11    6352279    6563847     93      18  157390      -0.3169    -7.927e-14      -0.3169
ENSG00000110171   11    6369843    6595689    106      20  157222     -0.43281    -7.927e-14     -0.43281
ENSG00000132254   11    6396910    6602666    103      19  157100     -0.37722    -7.927e-14     -0.37722
ENSG00000132286   11    6402677    6605909    101      19  157190     -0.36179    -7.927e-14     -0.36179
ENSG00000265264   11    6402715    6630208    115      22  157703     -0.28077    -7.927e-14     -0.28077
ENSG00000179532   11    6418490    6714988    144      31  158063      0.60791    -7.927e-14      0.60791
ENSG00000132275   11    6516305    6724850    133      30  158455      0.76394    -7.927e-14      0.76394
ENSG00000166333   11    6524961    6732102    129      31  158649      0.74067    -7.927e-14      0.74067
ENSG00000166337   11    6527526    6733898    129      31  158649      0.74067    -7.927e-14      0.74067
ENSG00000166340   11    6534000    6740692    146      36  158734      0.68771    -7.927e-14      0.68771
ENSG00000166341   11    6542556    6777085    173      40  159151      0.47096    -7.927e-14      0.47096
ENSG00000158042   11    6602013    6804632    148      29  159614      0.48544    -7.927e-14      0.48544
ENSG00000188124   11    6689218    6890286    170      21  160184     -0.94499    -7.927e-14     -0.94499
ENSG00000170803   11    6706248    6907245    183      21  160989       -0.824    -7.927e-14       -0.824
ENSG00000184933   11    6715756    6917128    186      21  161147     -0.83341    -7.927e-14     -0.83341
ENSG00000166363   11    6766883    6967936    162      20  160606     -0.94212    -7.927e-14     -0.94212
ENSG00000170790   11    6790924    6991976    151      20  160522      -1.1781    -7.927e-14      -1.1781
ENSG00000170782   11    6797856    6998850    146      20  160492      -1.3079    -7.927e-14      -1.3079
ENSG00000166368   11    6812721    7013830    142      21  160466      -1.3189    -7.927e-14      -1.3189
ENSG00000178358   11    6842205    7043264    145      24  159736      -1.2875    -7.927e-14      -1.2875
ENSG00000149054   11    6847635    7105863    168      29  159100      -1.3979    -7.927e-14      -1.3979
ENSG00000149050   11    6920549    7141599    111      19  157249      -1.3407    -7.927e-14      -1.3407
ENSG00000158077   11    6941677    7192539    118      20  156842      -1.2476    -7.927e-14      -1.2476
ENSG00000170748   11    7010165    7212379     85      12  156494     -0.86043    -7.927e-14     -0.86043
ENSG00000170743   11    7160009    7590273    282      61  159815     -0.83173    -7.927e-14     -0.83173
ENSG00000183801   11    7406619    7632608    173      43  160614      -0.9527    -7.927e-14      -0.9527
ENSG00000166387   11    7434529    7778358    257      55  160300      -1.7664    -7.927e-14      -1.7664
ENSG00000166394   11    7586331    7798453    145      34  160017      -2.2347   -7.9048e-14      -2.2347
ENSG00000183303   11    7717452    7918520    115      16  159453      -1.1089    -7.927e-14      -1.1089
ENSG00000182334   11    7746584    7947519    111      17  159725      -1.0134    -7.927e-14      -1.0134
ENSG00000175393   11    7849180    8050209    145      32  157692     -0.79829    -7.927e-14     -0.79829
ENSG00000170683   11    7860081    8061141    144      33  157289     -0.46436    -7.927e-14     -0.46436
ENSG00000182261   11    7880971    8086973    144      34  157481     -0.71699    -7.927e-14     -0.71699
ENSG00000175390   11    7891798    8123409    165      40  157749      -1.0612    -7.927e-14      -1.0612
ENSG00000166402   11    7940791    8227659    184      37  158468      -1.2537    -7.927e-14      -1.2537
ENSG00000166405   11    8027597    8290602    160      34  159585      -1.8113    -7.927e-14      -1.8113
ENSG00000166407   11    8145851    8390263    172      44  158747      -2.0702   -7.9048e-14      -2.0702
ENSG00000130413   11    8313418    8715836    193      28  159241      -2.7663   -7.9048e-14      -2.7663
ENSG00000166436   11    8533584    8793413     89      14  160874      -2.1338   -7.9048e-14      -2.1338
ENSG00000166441   11    8603958    8836306     96      14  160228      -1.3845    -7.927e-14      -1.3845
ENSG00000166444   11    8614898    9032498    170      18  159788      -1.5537    -7.927e-14      -1.5537
ENSG00000166452   11    8832686    9041631     81       7  158829      -1.0973    -7.927e-14      -1.0973
ENSG00000176029   11    8841623    9054553     84       7  158552       -1.007    -7.927e-14       -1.007
ENSG00000176009   11    8859119    9064580     84       8  158552     -0.95019    -7.927e-14     -0.95019
ENSG00000175348   11    8868841    9086558     95       9  158644      -1.1927    -7.927e-14      -1.1927
ENSG00000175352   11    8902123    9125596     99      12  157701      -1.1525    -7.927e-14      -1.1525
ENSG00000175356   11    8941071    9259661    127      19  156347      -1.0991    -7.927e-14      -1.0991
ENSG00000184014   11    9060372    9386937    106      17  155381      -1.2228    -7.927e-14      -1.2228
ENSG00000166471   11    9202201    9436327     60      12  154995      -1.5159    -7.927e-14      -1.5159
ENSG00000205339   11    9306169    9569673     79      11  156054      -1.6464    -7.927e-14      -1.6464
ENSG00000268403   11    9381747    9582010     58       7  155272      -1.2622    -7.927e-14      -1.2622
ENSG00000166478   11    9381866    9650071     88      13  155537      -1.9277    -7.927e-14      -1.9277
ENSG00000166483   11    9495228    9715004     69      14  154479      -2.9271   -7.9048e-14      -2.9271
ENSG00000133789   11    9585624    9874538    127      19  158144      -2.1439   -7.9048e-14      -2.1439
ENSG00000133812   11    9700214   10415754    279      30  157083      -2.8425   -7.9048e-14      -2.8425
ENSG00000148926   11   10226227   10428944     88      17  156043      -2.5403   -7.9048e-14      -2.5403
ENSG00000133805   11   10229860   10629126    201      43  156129      -2.7919   -7.9048e-14      -2.7919
ENSG00000255823   11   10429434   10630723    116      23  156330      -1.8239    -7.927e-14      -1.8239
ENSG00000110315   11   10433225   10662777    133      24  155751      -1.8102    -7.927e-14      -1.8102
ENSG00000133800   11   10478513   10733236    164      28  156666      -2.3219   -7.9048e-14      -2.3219
ENSG00000072952   11   10494638   10815535    194      35  156849      -2.5771   -7.9048e-14      -2.5771
ENSG00000198730   11   10672534   10901290    120      26  156550      -2.1973   -7.9048e-14      -2.1973
ENSG00000110321   11   10718597   10930657     94      22  154999      -1.4009    -7.927e-14      -1.4009
ENSG00000236287   11   10733621   10980343    106      26  155710      -1.4995    -7.927e-14      -1.4995
ENSG00000110328   11   11192423   11743552    494     100  159972     -0.96607    -7.927e-14     -0.96607
ENSG00000254598   11   11273489   11474904    244      60  159896     -0.17283   -7.9242e-14     -0.17283
ENSG00000268242   11   11647060   11847257    120      27  158232     -0.15919   -7.9242e-14     -0.15919
ENSG00000170242   11   11762970   12080870    184      34  158724     0.068878   -7.9256e-14     0.068878
ENSG00000050165   11   11884653   12131316    157      37  158126     -0.25275    -7.927e-14     -0.25275
ENSG00000133816   11   12015543   12385334    319      65  159460      0.38143    -7.927e-14      0.38143
ENSG00000133808   11   12197627   12480691    244      54  160284      0.80557    -7.927e-14      0.80557
ENSG00000197702   11   12298732   12652348    227      56  160502       0.3274    -7.927e-14       0.3274
ENSG00000187079   11   12595969   13066298    203      38  159798     -0.59755    -7.927e-14     -0.59755
ENSG00000133794   11   13198199   13508813    154      23  158788     -0.22561   -7.9242e-14     -0.22561
ENSG00000148925   11   13309548   13584844    114      17  159339    -0.095402   -7.9256e-14    -0.095402
ENSG00000152266   11   13413602   13617728     59       5  161405     -0.25552    -7.927e-14     -0.25552
ENSG00000197601   11   13590217   13853893     93      20  157018     -0.38283    -7.927e-14     -0.38283
ENSG00000133818   11   14199472   14486052     97      17  160752      0.11408   -7.9256e-14      0.11408
ENSG00000129083   11   14364986   14621573     54       7  160238      -1.9233    -7.927e-14      -1.9233
ENSG00000256206   11   14415329   14641890     51       7  160169      -2.4686   -7.9048e-14      -2.4686
ENSG00000129084   11   14415329   14765181     86      10  160672      -2.0882   -7.9048e-14      -2.0882
ENSG00000152270   11   14565269   14992350    107      12  160499      -1.4527    -7.927e-14      -1.4527
ENSG00000186104   11   14799553   15013798     56       8  160207     -0.91304    -7.927e-14     -0.91304
ENSG00000175868   11   14826543   15203888    123      20  160345      -2.1331   -7.9048e-14      -2.1331
ENSG00000110680   11   14888214   15093900     51       6  160747      -1.3136    -7.927e-14      -1.3136
ENSG00000188487   11   15033970   15368754    170      36  160209       -1.133    -7.927e-14       -1.133
ENSG00000110693   11   15887995   16861138    274      39  159159      0.59228    -7.927e-14      0.59228
ENSG00000110696   11   16534679   16878428    100      18  160393     -0.13922   -7.9242e-14     -0.13922
ENSG00000166689   11   16699842   17135990    182      36  159644      0.94152    -7.927e-14      0.94152
ENSG00000110700   11   16995936   17199334     67      11  157267       2.5788   -7.9048e-14       2.5788
ENSG00000011405   11   16999277   17329530     94      11  157853       2.3821   -7.9048e-14       2.3821
ENSG00000070081   11   17129700   17471521    142      21  158883       3.2591   -7.9048e-14       3.2591
ENSG00000188211   11   17273273   17498888    122      21  159797       3.8171   -7.9048e-14       3.8171
ENSG00000187486   11   17307406   17510878    124      22  160094       3.7186   -7.9048e-14       3.7186
ENSG00000006071   11   17314432   17598449    207      42  160470        3.381   -7.9048e-14        3.381
ENSG00000006611   11   17415442   17665963    196      42  160188       2.3264   -7.9048e-14       2.3264
ENSG00000188162   11   17468920   17768697    183      40  159328       1.2251    -7.927e-14       1.2251
ENSG00000129152   11   17641115   17843678     80      18  155606      0.81328    -7.927e-14      0.81328
ENSG00000129159   11   17656359   17904602    100      23  156886      0.44516    -7.927e-14      0.44516
ENSG00000129158   11   17709595   18134709    167      29  158560       1.9162    -7.927e-14       1.9162
ENSG00000129167   11   17939111   18163973     77       8  161223        2.179   -7.9048e-14        2.179
ENSG00000166788   11   17991482   18227638     94      14  160741       1.9228    -7.927e-14       1.9228
ENSG00000179826   11   18042502   18260027     99      16  160421       1.1372    -7.927e-14       1.1372
ENSG00000255470   11   18061733   18311042    114      23  160283      0.86921    -7.927e-14      0.86921
ENSG00000179817   11   18094384   18295827    100      20  160428      0.73709    -7.927e-14      0.73709
ENSG00000189332   11   18130685   18336109    101      22  160278      0.98127    -7.927e-14      0.98127
ENSG00000148965   11   18152896   18358440    105      22  160288      0.89708    -7.927e-14      0.89708
ENSG00000134339   11   18160770   18370190    105      21  160288      0.89259    -7.927e-14      0.89259
ENSG00000173432   11   18187721   18391524    100      20  160227      0.57213    -7.927e-14      0.57213
ENSG00000110756   11   18200223   18443745    116      24  159576     0.015965   -7.9253e-14     0.015965
ENSG00000110768   11   18243842   18488591    104      21  159806     -0.34528    -7.927e-14     -0.34528
ENSG00000134333   11   18315935   18529972     81      16  159578     -0.62965    -7.927e-14     -0.62965
ENSG00000166796   11   18333854   18573605     90      17  159737      -1.0704    -7.927e-14      -1.0704
ENSG00000166800   11   18377371   18601147     79      14  159112      -1.8611    -7.927e-14      -1.8611
ENSG00000074319   11   18389883   18648779     96      16  158630      -2.2108   -7.9048e-14      -2.2108
ENSG00000151116   11   18451156   18710294     84      15  158376      -2.3481   -7.9048e-14      -2.3481
ENSG00000179119   11   18527948   18756338     91      21  158803      -2.7552   -7.9048e-14      -2.7552
ENSG00000151117   11   18614669   18826332    102      29  159466       -1.956    -7.927e-14       -1.956
ENSG00000179057   11   18625852   18847777    105      30  159522      -1.7805    -7.927e-14      -1.7805
ENSG00000110786   11   18649475   18914268    127      34  159527      -1.2648    -7.927e-14      -1.2648
ENSG00000170255   11   18855360   19061054     80      15  160561      -1.1948    -7.927e-14      -1.1948
ENSG00000183695   11   18976002   19182228     95      16  159467     0.011101   -7.9253e-14     0.011101
ENSG00000177054   11   19038646   19297969    141      29  158979      0.79643    -7.927e-14      0.79643
ENSG00000129170   11   19103578   19332120    118      27  158512       2.2728   -7.9048e-14       2.2728
ENSG00000129173   11   19145610   19363167    107      25  158747       3.4375   -7.9048e-14       3.4375
ENSG00000166833   11   19272271   20243144    639     136  160421      0.91722    -7.927e-14      0.91722
ENSG00000109851   11   20077701   20282159    142      43  160038     -0.70733    -7.927e-14     -0.70733
ENSG00000109854   11   20285231   20505329    107      20  160641       -0.373    -7.927e-14       -0.373
ENSG00000185238   11   20309076   20630840    168      32  160459       -1.213    -7.927e-14       -1.213
ENSG00000165970   11   20520946   20780831    164      34  159020      -1.6053    -7.927e-14      -1.6053
ENSG00000165973   11   20591117   21697227    727     140  159511    -0.098907   -7.9256e-14    -0.098907
ENSG00000171714   11   22114722   22404903     88      17  159882       2.0768   -7.9048e-14       2.0768
ENSG00000091664   11   22259643   22501049     95      19  159994    -0.072189   -7.9256e-14    -0.072189
ENSG00000183161   11   22544079   22747387     64      11  161405      -1.7283    -7.927e-14      -1.7283
ENSG00000229387   11   22546860   22747369     63      11  161405      -1.7975    -7.927e-14      -1.7975
ENSG00000148935   11   22547188   22934601    138      26  161405     -0.90641    -7.927e-14     -0.90641
ENSG00000198168   11   22735345   22951845     82      15  161275     0.086541   -7.9256e-14     0.086541
ENSG00000255359   11   22768477   22981972     82      15  161275      0.75652    -7.927e-14      0.75652
ENSG00000187398   11   24418516   25204150    374      63  159213       1.7151    -7.927e-14       1.7151
ENSG00000134343   11   26110829   26784835    363      51  158654      -1.0752    -7.927e-14      -1.0752
ENSG00000169550   11   26480580   26693780    168      27  159988     -0.62658    -7.927e-14     -0.62658
ENSG00000148942   11   26588566   26844974    176      32  159971      -2.5139   -7.9048e-14      -2.5139
ENSG00000176971   11   26915628   27118630     84      17  159552      0.30328    -7.927e-14      0.30328
ENSG00000129151   11   26962272   27249356    139      31  156248     -0.52522    -7.927e-14     -0.52522
ENSG00000109881   11   27252374   27485415     99      17  158924      0.06321   -7.9256e-14      0.06321
ENSG00000205213   11   27287508   27594322    108      19  159452      0.73507    -7.927e-14      0.73507
ENSG00000148943   11   27416123   27628320     61      10  158985       1.6401    -7.927e-14       1.6401
ENSG00000176697   11   27576440   27843605     78      13  160133        3.345   -7.9048e-14        3.345
ENSG00000121621   11   27942167   28229855     88       9  161405       2.7554   -7.9048e-14       2.7554
ENSG00000169519   11   28029795   28455054    112       9  160405       2.6488   -7.9048e-14       2.6488
ENSG00000182255   11   29931288   30138570     50      14  157270       2.6619   -7.9048e-14       2.6619
ENSG00000131808   11   30152563   30356808     72       8  159701       2.1603   -7.9048e-14       2.1603
ENSG00000152219   11   30244598   30459774     78      11  159753       2.7666   -7.9048e-14       2.7666
ENSG00000066382   11   30306040   30708419    185      32  159348       2.2246   -7.9048e-14       2.2246
ENSG00000170959   11   30751916   31491357    183      18  161230      0.15033   -7.9242e-14      0.15033
ENSG00000170946   11   31291387   31553396     52       6  160838      0.92196    -7.927e-14      0.92196
ENSG00000148950   11   31353948   31631192     60       5  160423      0.98372    -7.927e-14      0.98372
ENSG00000109911   11   31431297   31905546    135      10  161009      0.53313    -7.927e-14      0.53313
ENSG00000007372   11   31706340   31939509     77      16  161093      0.34842    -7.927e-14      0.34842
ENSG00000049449   11   31733939   32227301    203      44  159078     -0.90123    -7.927e-14     -0.90123
ENSG00000184937   11   32309321   32557176    134      21  158354      -1.3576    -7.927e-14      -1.3576
ENSG00000149100   11   32505344   32727808     71      13  159412      -1.3642    -7.927e-14      -1.3642
ENSG00000186714   11   32523792   32916204    117      15  156703      -1.3755    -7.927e-14      -1.3755
ENSG00000135378   11   32751489   32979669     60      10  151215      -1.0454    -7.927e-14      -1.0454
ENSG00000060749   11   32814724   33114862     95      16  154339      -2.1795   -7.9048e-14      -2.1795
ENSG00000121690   11   32937410   33155128     66       9  157473      -2.5158   -7.9048e-14      -2.5158
ENSG00000176148   11   32960963   33227489     82       9  158403      -2.6724   -7.9048e-14      -2.6724
ENSG00000176102   11   32998734   33283917     85       9  159025      -2.7541   -7.9048e-14      -2.7541
ENSG00000110422   11   33178218   33478569     68      14  159441      -2.2452   -7.9048e-14      -2.2452
ENSG00000110427   11   33463618   33795648    157      27  159125     -0.88038    -7.927e-14     -0.88038
ENSG00000205177   11   33619807   33822347    124      23  158346     -0.95975    -7.927e-14     -0.95975
ENSG00000085063   11   33619807   33857991    139      25  158545      -1.1922    -7.927e-14      -1.1922
ENSG00000110429   11   33662485   33896089    140      26  158565      -1.7295    -7.927e-14      -1.7295
ENSG00000135363   11   33780122   34013836    107      27  159923      -2.9104   -7.9048e-14      -2.9104
ENSG00000184566   11   33802189   34003338     92      25  159771      -2.7061   -7.9048e-14      -2.7061
ENSG00000135387   11   33973230   34222703     73      10  147635       1.8464    -7.927e-14       1.8464
ENSG00000135372   11   34027149   34269217     79      14  148586       2.0763   -7.9048e-14       2.0763
ENSG00000166016   11   34072535   34479555    208      44  156470       2.1552   -7.9048e-14       2.1552
ENSG00000121691   11   34360472   34593609    179      28  159599       1.4543    -7.927e-14       1.4543
ENSG00000135374   11   34400340   34635352    181      29  159583       1.0925    -7.927e-14       1.0925
ENSG00000135373   11   34542640   34782604    135      26  160911      -1.5432    -7.927e-14      -1.5432
ENSG00000149089   11   34774641   35038046    161      17  160070      -3.2432   -7.9048e-14      -3.2432
ENSG00000110435   11   34837376   35142138    195      25  160323      -2.6184   -7.9048e-14      -2.6184
ENSG00000269766   11   35050091   35250215    138      30  160035      -1.5017    -7.927e-14      -1.5017
ENSG00000026508   11   35060417   35353949    206      35  160324      -1.6176    -7.927e-14      -1.6176
ENSG00000110436   11   35172753   35541610    268      38  160216      -1.7783    -7.927e-14      -1.7783
ENSG00000149090   11   35353370   35651848    217      49  160914       -1.979    -7.927e-14       -1.979
ENSG00000179431   11   35539735   35742419     96      20  161170      -2.0739   -7.9048e-14      -2.0739
ENSG00000166326   11   35584353   35929775    111      25  160872     -0.41849    -7.927e-14     -0.41849
ENSG00000179241   11   35865531   36353686    297      62  159824     -0.60311    -7.927e-14     -0.60311
ENSG00000110442   11   36195051   36410999    127      25  160630      -1.0126    -7.927e-14      -1.0126
ENSG00000135362   11   36217838   36586754    216      47  160535      0.40062    -7.927e-14      0.40062
ENSG00000175104   11   36408577   36631822    117      23  158278      0.96564    -7.927e-14      0.96564
ENSG00000166349   11   36432259   36714706    130      20  157041      0.60045    -7.927e-14      0.60045
ENSG00000175097   11   36497124   36719829     73       8  153430      0.32373    -7.927e-14      0.32373
ENSG00000166352   11   36516051   36794823    127      15  156250      0.37114    -7.927e-14      0.37114
ENSG00000148948   11   40035753   41581323    687      99  157911     -0.26222    -7.927e-14     -0.26222
ENSG00000166181   11   43233513   43466079    104      19  157786      -1.0148    -7.927e-14      -1.0148
ENSG00000052841   11   43280482   43616483    138      25  156338     -0.72722    -7.927e-14     -0.72722
ENSG00000149084   11   43477986   43978167    219      40  156678     -0.73249    -7.927e-14     -0.73249
ENSG00000166199   11   43802361   44041816    156      35  157972        -1.08    -7.927e-14        -1.08
ENSG00000187479   11   43846892   44065888    165      37  158696      -1.2487    -7.927e-14      -1.2487
ENSG00000205126   11   43969531   44181527    136      28  160352      0.39887    -7.927e-14      0.39887
ENSG00000110455   11   43987475   44205772    131      27  160700      0.47542    -7.927e-14      0.47542
ENSG00000151348   11   44017099   44366979    181      36  160954      0.61394    -7.927e-14      0.61394
ENSG00000052850   11   44181994   44431716    112      29  158703       0.3543    -7.927e-14       0.3543
ENSG00000085117   11   44485977   44741913    155      47  159252      -1.1134    -7.927e-14      -1.1134
ENSG00000157570   11   44648015   45053972    225      56  159346     -0.12787   -7.9242e-14     -0.12787
ENSG00000175274   11   44807454   45072840    160      42  160210      0.81526    -7.927e-14      0.81526
ENSG00000019485   11   45015564   45347734    162      30  157064       2.4127   -7.9048e-14       2.4127
ENSG00000019505   11   45161852   45407870    128      20  156188        2.642   -7.9048e-14        2.642
ENSG00000175264   11   45570427   45787172    101      19  157067      0.98663    -7.927e-14      0.98663
ENSG00000205106   11   45692983   45893909     82      17  157388      0.40562    -7.927e-14      0.40562
ENSG00000181830   11   45725623   45934566     75      16  157717      0.85118    -7.927e-14      0.85118
ENSG00000121671   11   45768669   46004798     72      17  155283       2.5017   -7.9048e-14       2.5017
ENSG00000121653   11   45807202   46028016     59      14  155113       2.9798   -7.9048e-14       2.9798
ENSG00000234776   11   45828085   46028833     54      13  154530       2.9526   -7.9048e-14       2.9526
ENSG00000121680   11   45831220   46040363     57      13  155324       3.1686   -7.9048e-14       3.1686
ENSG00000165905   11   45843172   46050647     52      12  155384       3.2926   -7.9048e-14       3.2926
ENSG00000135365   11   45850871   46242985    112      21  152660       3.5224   -7.9048e-14       3.5224
ENSG00000157613   11   46199212   46442972     54      12  159723       6.5233   -7.9048e-14       6.5233
ENSG00000149091   11   46254455   46502104     47       7  161405       6.5727   -7.9048e-14       6.5727
ENSG00000110492   11   46302306   46505375     35       4  161405       6.6761   -7.9048e-14       6.6761
ENSG00000180720   11   46306640   46508107     35       4  161405       6.7005   -7.9048e-14       6.7005
ENSG00000110497   11   46317964   46715675     68       5  161071       6.8133   -7.9048e-14       6.8133
ENSG00000180423   11   46524411   46739459     31       3  160672       6.0422   -7.9048e-14       6.0422
ENSG00000175224   11   46538826   46796368     46       6  156671       6.4762   -7.9048e-14       6.4762
ENSG00000175220   11   46598630   46822165     42       7  154623       6.6595   -7.9048e-14       6.6595
ENSG00000175213   11   46622368   46827462     45       7  155075       6.3618   -7.9048e-14       6.3618
ENSG00000180210   11   46640730   46861056     53       7  153499       5.9723   -7.9048e-14       5.9723
ENSG00000175216   11   46664598   46967847     80       7  153652       4.7316   -7.9048e-14       4.7316
ENSG00000134569   11   46778419   47040193     64       5  154550       3.5777   -7.9048e-14       3.5777
ENSG00000149179   11   46858240   47285936    131      10  159008       2.9605   -7.9048e-14       2.9605
ENSG00000149182   11   47085848   47298676     80       9  160502        3.023   -7.9048e-14        3.023
ENSG00000165912   11   47099076   47307994     83       9  160535       2.9265   -7.9048e-14       2.9265
ENSG00000134574   11   47136493   47360767     89      10  160246       2.5603   -7.9048e-14       2.5603
ENSG00000134575   11   47160853   47370457     88      10  160294       2.4466   -7.9048e-14       2.4466
ENSG00000025434   11   47169851   47390396     89      11  160667       2.3103   -7.9048e-14       2.3103
ENSG00000110514   11   47190712   47451582     98      12  160681       1.8162    -7.927e-14       1.8162
ENSG00000134571   11   47252957   47474253     88      10  160963       1.1675    -7.927e-14       1.1675
ENSG00000066336   11   47276411   47500127     83      11  160129       1.3879    -7.927e-14       1.3879
ENSG00000165915   11   47328683   47538047     69      10  159384       1.3828    -7.927e-14       1.3828
ENSG00000165916   11   47340320   47547993     69      10  159384       1.3937    -7.927e-14       1.3937
ENSG00000165917   11   47359308   47570730     62       9  159696       1.4707    -7.927e-14       1.4707
ENSG00000149187   11   47387496   47687121     73       9  158575        1.095    -7.927e-14        1.095
ENSG00000213619   11   47486888   47706114     44       6  158356      0.85715    -7.927e-14      0.85715
ENSG00000110536   11   47486982   47695013     38       5  157874      0.96709    -7.927e-14      0.96709
ENSG00000123444   11   47493749   47700567     39       6  157965      0.98413    -7.927e-14      0.98413
ENSG00000231880   11   47499277   47699823     37       5  157779      0.98876    -7.927e-14      0.98876
ENSG00000196666   11   47508198   47710746     40       5  158823      0.79393    -7.927e-14      0.79393
ENSG00000172247   11   47511216   47716211     41       6  158133      0.78879    -7.927e-14      0.78879
ENSG00000109919   11   47538867   47764175     52       6  157535      0.72373    -7.927e-14      0.72373
ENSG00000165923   11   47581143   47836941     65       6  157834      0.54917    -7.927e-14      0.54917
ENSG00000109920   11   47638072   47888995     70       5  158568      0.46348    -7.927e-14      0.46348
ENSG00000030066   11   47699639   47970107     67       6  159442       0.4432    -7.927e-14       0.4432
ENSG00000149177   11   47902113   48289670    109      13  158893      0.66629    -7.927e-14      0.66629
ENSG00000175619   11   48138344   48339314     70       7  160010      0.74437    -7.927e-14      0.74437
ENSG00000172208   11   48166608   48367622     62       6  159830      0.79384    -7.927e-14      0.79384
ENSG00000176567   11   48185413   48386330     60       6  159219       0.7846    -7.927e-14       0.7846
ENSG00000176555   11   48227775   48428704     53       5  158979      0.87555    -7.927e-14      0.87555
ENSG00000176547   11   48246472   48447507     41       5  158268      0.86547    -7.927e-14      0.86547
ENSG00000176540   11   48287037   48488017     30       5  157118      0.17801   -7.9242e-14      0.17801
ENSG00000237388   11   48410269   48611332     45       5  159914     -0.35452    -7.927e-14     -0.35452
ENSG00000182053   11   48950504   49159579     34       5  158446      0.49069    -7.927e-14      0.49069
ENSG00000214891   11   48975266   49180664     42       6  159009      0.72494    -7.927e-14      0.72494
ENSG00000086205   11   49068187   49330222     58       7  157357      0.30552    -7.927e-14      0.30552
ENSG00000258817   11   49873943   50074971     43       6  159845      0.10262   -7.9256e-14      0.10262
ENSG00000221954   11   49903009   50104071     41       5  159769     0.078152   -7.9256e-14     0.078152
ENSG00000221840   11   51311378   51512448     20       3  161405      0.45406    -7.927e-14      0.45406
ENSG00000185926   11   51415282   51616211      6       2  161405      0.43156    -7.927e-14      0.43156
ENSG00000150244   11   54929658   55138595     18       5  157678      -2.1112   -7.9048e-14      -2.1112
ENSG00000181961   11   55010627   55211707     42       8  151822      -2.2509   -7.9048e-14      -2.2509
ENSG00000181958   11   55035360   55236394     43       8  151265      -2.2353   -7.9048e-14      -2.2353
ENSG00000181939   11   55221783   55422895     73      10  149459      -1.8329    -7.927e-14      -1.8329
ENSG00000181935   11   55239604   55440536     69      10  150225      -1.8306    -7.927e-14      -1.8306
ENSG00000172188   11   55270830   55471874     62      10  152208       -1.861    -7.927e-14       -1.861
ENSG00000181927   11   55305834   55506772     68      10  156473      -1.8901    -7.927e-14      -1.8901
ENSG00000174982   11   55318380   55519315     63      10  157678      -1.8699    -7.927e-14      -1.8699
ENSG00000181903   11   55332614   55533671     62       8  159241      -1.8731    -7.927e-14      -1.8731
ENSG00000198877   11   55440914   55641858     85      10  156670      -1.9225    -7.927e-14      -1.9225
ENSG00000186113   11   55463032   55663976     85      10  155881      -1.9401    -7.927e-14      -1.9401
ENSG00000186117   11   55478854   55679952     85       9  154697      -1.9714    -7.927e-14      -1.9714
ENSG00000186119   11   55487086   55688073     96      11  151972      -2.1099   -7.9048e-14      -2.1099
ENSG00000205030   11   55494695   55695630     99      11  149547      -2.1852   -7.9048e-14      -2.1852
ENSG00000205029   11   55506228   55707214    102      10  148252      -2.3177   -7.9048e-14      -2.3177
ENSG00000124900   11   55550773   55759286    107       9  145418      -2.4853   -7.9048e-14      -2.4853
ENSG00000187612   11   55581126   55782058    104       9  145602      -2.5705   -7.9048e-14      -2.5705
ENSG00000167825   11   55602932   55803876    106       8  145584      -2.6615   -7.9048e-14      -2.6615
ENSG00000174970   11   55634975   55835990     98       8  145319      -2.7735   -7.9048e-14      -2.7735
ENSG00000149133   11   55661157   55862101    111       8  144483      -2.7421   -7.9048e-14      -2.7421
ENSG00000181785   11   55697895   55898869     91       8  145556      -2.7669   -7.9048e-14      -2.7669
ENSG00000172154   11   55760753   55961762     71       8  146704      -2.3985   -7.9048e-14      -2.3985
ENSG00000181767   11   55772519   55973457     72       8  146908       -2.512   -7.9048e-14       -2.512
ENSG00000181761   11   55789849   55990787     71       9  147059      -2.4439   -7.9048e-14      -2.4439
ENSG00000167822   11   55804247   56005194     74       9  147187      -2.3484   -7.9048e-14      -2.3484
ENSG00000181752   11   55826870   56027793     79       8  145540      -2.3643   -7.9048e-14      -2.3643
ENSG00000174957   11   55844094   56045032     74       8  145374      -2.3403   -7.9048e-14      -2.3403
ENSG00000181718   11   55899490   56100737     68       9  149980      -2.1521   -7.9048e-14      -2.1521
ENSG00000172489   11   55919676   56120698     71      10  150935      -2.1247   -7.9048e-14      -2.1247
