GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
ENSG00000149480   11   62260686   62469312     52       7  476723      0.57272      0.28342
ENSG00000149499   11   62269690   62480237     55       7  477051      0.58605      0.27892
ENSG00000149489   11   62279194   62482592     50       6  476483      0.71816      0.23633
ENSG00000149541   11   62282768   62489647     52       7  476723       0.7717      0.22014
ENSG00000089597   11   62292298   62514104     57       7  477250       0.7679      0.22127
ENSG00000185085   11   62314320   62520774     54       6  476945      0.81827       0.2066
ENSG00000255432   11   62317166   62532650     58       7  477344      0.89502      0.18539
ENSG00000162194   11   62330287   62539727     52       7  474823      0.98615      0.16203
ENSG00000214756   11   62332781   62535968     51       7  476605       0.9818       0.1631
ENSG00000204922   11   62337745   62541159     50       7  474507       1.0123      0.15569
ENSG00000162191   11   62343970   62546567     53       8  476792       1.0085       0.1566
ENSG00000177363   11   62353874   62557371     55       9  477008       1.1265      0.12999
ENSG00000168000   11   62357747   62577317     64      11  477289       1.2054      0.11403
ENSG00000234857   11   62357747   62594856     64      11  477289       1.2054      0.11403
ENSG00000162188   11   62375130   62576673     53      10  476160       1.4107     0.079172
ENSG00000214753   11   62380102   62594821     53      10  476160       1.4568      0.07258
ENSG00000162222   11   62395541   62607765     57      10  476621       1.4538     0.073007
ENSG00000185670   11   62415791   62621660     58      10  476726       1.5258     0.063534
ENSG00000168002   11   62429016   62634182     60       9  478446       1.5143     0.064975
ENSG00000162227   11   62438775   62654814     63      10  480630       1.3953     0.081467
ENSG00000168569   11   62439101   62659493     62      10  480596       1.3323     0.091386
ENSG00000185475   11   62454887   62657877     58       9  480449       1.2869     0.099072
ENSG00000162231   11   62459595   62673774     66      11  480726       1.2989     0.096981
ENSG00000162236   11   62474369   62699560     71      13  480631       1.3605     0.086832
ENSG00000133316   11   62499814   62709281     65      12  480437        1.358     0.087233
ENSG00000168003   11   62523518   62756352     74      13  480716       1.2343      0.10854
ENSG00000168539   11   62576151   62789279     71      15  481077      0.98973      0.16115
ENSG00000197901   11   62603857   62852455     86      21  481365      0.82883       0.2036
ENSG00000149452   11   62656626   62883311     76      18  480965      0.32186      0.37378
ENSG00000197658   11   62747412   63011693     91      14  481256     -0.77095      0.77963
ENSG00000184999   11   62805339   63237190    132      13  467185      -1.6799      0.95351
ENSG00000196600   11   62831248   63097124     81       8  482316      -1.3539      0.91211
ENSG00000149742   11   63037261   63277766     77       9  450333      -1.9602      0.97501
ENSG00000168004   11   63128876   63358666     74      17  421458      -1.1487      0.87466
ENSG00000133317   11   63173556   63384246     68      17  416051      -1.1102      0.86654
ENSG00000133321   11   63204281   63413934     64      19  418016      -1.1057      0.86557
ENSG00000133328   11   63220242   63430855     57      18  423251      -1.0325      0.84909
ENSG00000176485   11   63240667   63484355     59      16  432642      -1.1065      0.86575
ENSG00000184743   11   63291559   63539393     52      10  442355      -1.0889       0.8619
ENSG00000133318   11   63348918   63627363     59       9  467369     0.045433      0.48188
ENSG00000168005   11   63480860   63695190     63       8  478538      0.40128      0.34411
ENSG00000072518   11   63506400   63778491     83       8  478336      0.15713      0.43757
ENSG00000167771   11   63578693   63784316     73       6  479973      0.32793      0.37148
ENSG00000110583   11   63606431   63824800     69       6  480056     -0.14692       0.5584
ENSG00000176340   11   63642079   63844015     61       6  478330     -0.24277      0.59591
ENSG00000256100   11   63642092   63855818     67       7  478724     -0.42243      0.66364
ENSG00000167770   11   63653325   63869283     75      10  479152     -0.65766      0.74462
ENSG00000133315   11   63666030   64033578    133      21  479829      -1.6225      0.94765
ENSG00000126500   11   63770660   63986645     77      15  479027      -1.8042       0.9644
ENSG00000168439   11   63852744   64072015     94      14  481125      -1.2633      0.89676
ENSG00000149781   11   63874150   64091354     82      12  480890      -1.0129      0.84444
ENSG00000149743   11   63891271   64093726     66      10  481968     -0.88567       0.8121
ENSG00000149761   11   63893413   64098158     67      10  481980     -0.89803      0.81541
ENSG00000110011   11   63897750   64101758     67      10  481980     -0.89803      0.81541
ENSG00000173511   11   63902010   64106259     69      11  482001     -0.91329      0.81946
ENSG00000173486   11   63908475   64111604     72      11  481566     -0.86485      0.80644
ENSG00000173457   11   63911956   64114413     72      11  481334     -0.81159      0.79149
ENSG00000149782   11   63918995   64136622     79      12  481457     -0.96293      0.83221
ENSG00000002330   11   63937302   64152176     80      12  481473     -0.87487      0.80918
ENSG00000173264   11   63937534   64156972     82      12  481504     -0.72844      0.76683
ENSG00000182450   11   63958774   64167503     78      12  481441     -0.65541       0.7439
ENSG00000219435   11   63967863   64172242     76      12  481407     -0.43371      0.66775
ENSG00000173153   11   63973044   64184215     77      12  481424     -0.25805      0.60181
ENSG00000173113   11   63983932   64185556     75      12  481389     -0.23793      0.59403
ENSG00000126432   11   63985560   64189283     76      12  481407     -0.26048      0.60275
ENSG00000168071   11   64007695   64225006     79      13  481457      0.53883        0.295
ENSG00000162302   11   64026620   64239687     70      12  481294      0.72013      0.23572
ENSG00000181908   11   64116546   64319126     65      11  482472       1.1226       0.1308
ENSG00000168065   11   64223098   64440347     72       9  482497     -0.15262      0.56065
ENSG00000197891   11   64258113   64469820     68       8  482484     -0.34673       0.6356
ENSG00000110076   11   64273646   64590660    101      10  482066     -0.40817      0.65843
ENSG00000068831   11   64394383   64612928     66       8  481460     -0.66641      0.74743
ENSG00000068976   11   64413861   64627769     64       8  481683     -0.56238      0.71307
ENSG00000168066   11   64432078   64646258     61       9  481631     -0.27339      0.60772
ENSG00000168067   11   64456290   64670713     67      11  481730      0.10249      0.45919
ENSG00000133895   11   64470982   64678766     66      11  481714      0.13419      0.44663
ENSG00000171219   11   64490859   64712041     66      12  481714       0.4053      0.34263
ENSG00000110047   11   64519114   64755768     78      15  482085      0.64339      0.25998
ENSG00000110046   11   64562007   64784722     71      13  482258       1.0582      0.14497
ENSG00000068971   11   64585025   64801945     73      14  482271       1.1845      0.11811
ENSG00000149735   11   64601943   64803360     68      13  482237       1.2916     0.098254
ENSG00000168070   11   64604989   64839557     88      17  482159       1.4685     0.070979
ENSG00000168062   11   64655415   64864517     86      15  482145       1.4139     0.078696
ENSG00000213465   11   64681585   64889656     90      16  482171       1.3688     0.085534
ENSG00000273003   11   64681654   64908042     99      17  482222       1.2682      0.10237
ENSG00000110025   11   64694880   64908044     96      17  482206       1.2542      0.10488
ENSG00000168061   11   64708373   64912300     89      16  482165       1.2943     0.097774
ENSG00000168060   11   64712290   64926021     92      16  482184       1.3401     0.090111
ENSG00000146670   11   64733772   64951636     87      16  482152       1.2895     0.098618
ENSG00000162300   11   64751695   64955870     83      14  482124       1.1897      0.11707
ENSG00000187066   11   64752451   64956847     83      14  482124       1.1897      0.11707
ENSG00000149823   11   64756796   64979332     91      16  482178       1.1481      0.12546
ENSG00000149809   11   64779317   64983856     87      14  482152      0.90239      0.18343
ENSG00000174276   11   64783875   64985170     87      14  482152      0.88965      0.18683
ENSG00000149806   11   64788100   64989945     88      14  482159       0.8772      0.19019
ENSG00000162298   11   64789252   65002004     90      15  482358      0.92272      0.17808
ENSG00000149792   11   64789655   64994843     87      14  482345      0.92913      0.17641
ENSG00000204710   11   64837625   65040715     71      14  482730      0.48077      0.31534
ENSG00000254614   11   64845077   65049305     71      14  482730      0.41312      0.33976
ENSG00000014216   11   64848037   65079477     74      13  482730      0.57755      0.28179
ENSG00000014138   11   64929233   65173060     71      12  482258      0.83404      0.20213
ENSG00000149798   11   64982289   65189900     55       9  481816       1.1945      0.11614
ENSG00000133884   11   65001225   65220720     55       9  481816       1.2014      0.11481
ENSG00000173825   11   65022238   65225084     53       9  481781       1.1725       0.1205
ENSG00000162241   11   65042663   65251172     54      10  481799       1.3117     0.094817
ENSG00000126391   11   65054070   65280996     56      11  481832       1.2808      0.10013
ENSG00000173727   11   65122728   65334028     53       8  482098      0.97588      0.16456
ENSG00000142186   11   65192548   65406175     63       9  482464     0.088574      0.46471
ENSG00000168056   11   65206276   65426401     68      10  482484     -0.12953      0.55153
ENSG00000173465   11   65237901   65441413     67      10  482230     -0.04452      0.51776
ENSG00000176973   11   65239820   65441669     66      10  482222     -0.13186      0.55245
ENSG00000173442   11   65243509   65460121     72      10  482265     -0.11559      0.54601
ENSG00000269018   11   65258665   65459947     65      10  482214     -0.43784      0.66925
ENSG00000173338   11   65260326   65463467     67      10  482230     -0.42649      0.66512
ENSG00000173327   11   65265226   65482853     76      12  482069      -0.3896      0.65159
ENSG00000197136   11   65283244   65504910     81      12  482109       -0.395      0.65358
ENSG00000213445   11   65305568   65518401     79      11  482094     -0.47105       0.6812
ENSG00000173039   11   65321067   65530565     74      10  482051     -0.49085      0.68824
ENSG00000172977   11   65379467   65587075     81      11  482109     -0.42648      0.66512
ENSG00000172922   11   65382367   65588418     79      11  482094     -0.40395      0.65688
ENSG00000254470   11   65443364   65648273     87      13  481767     -0.14169      0.55634
ENSG00000172818   11   65454493   65664690     94      13  481839    -0.011571      0.50462
ENSG00000172757   11   65490493   65729497     94      13  481482     0.085599      0.46589
ENSG00000172803   11   65501112   65724367     88      12  481587     0.032333       0.4871
ENSG00000172732   11   65524597   65735124     90      12  481427      0.08406       0.4665
ENSG00000172638   11   65533912   65741063     89      12  481412     0.095999      0.46176
ENSG00000172543   11   65547280   65751212     91      12  481441      0.14611      0.44192
ENSG00000172500   11   65551212   65756010     91      11  481441      0.21469      0.41501
ENSG00000175602   11   65557875   65759105     90      11  481427      0.19544      0.42252
ENSG00000175592   11   65559520   65768044     92      11  481455      0.13788      0.44517
ENSG00000175573   11   65584279   65786588     84      10  481334      0.21099      0.41645
ENSG00000175550   11   65586728   65789032     83      10  481317      0.21504      0.41487
ENSG00000175467   11   65629160   65847299     92      13  480908      0.38342       0.3507
ENSG00000175376   11   65664016   65869647     74      11  480918      0.26212      0.39661
ENSG00000175334   11   65669550   65871620     72      11  480868      0.27735      0.39076
ENSG00000175315   11   65679312   65880976     70      11  480815      0.31226      0.37742
ENSG00000175294   11   65684223   65893988     68      10  480758      0.30312       0.3809
ENSG00000175229   11   65709423   65916651     70      10  481054      0.25712      0.39854
ENSG00000087365   11   65718200   65936779     74      11  481371      0.15983      0.43651
ENSG00000255038   11   65734748   65937090     68      10  481498     0.053957      0.47848
ENSG00000175115   11   65737834   66112218    127      17  481542      0.23806      0.40592
ENSG00000174996   11   65924765   66135331     69      11  481759      0.47834       0.3162
ENSG00000174903   11   65936004   66144963     65      11  481699      0.52711      0.29906
ENSG00000174871   11   65945661   66152772     64      11  481683      0.53343      0.29687
ENSG00000174851   11   65952051   66156641     63      11  481666      0.54292      0.29359
ENSG00000179292   11   65959341   66164135     64      11  481683      0.52613       0.2994
ENSG00000174807   11   65981958   66184515     70      11  481533      0.54235      0.29379
ENSG00000174791   11   65997713   66204311     68      11  481498      0.56833      0.28491
ENSG00000174744   11   66004804   66212596     66      11  481460      0.61025      0.27085
ENSG00000174684   11   66012843   66215163     65      10  481441      0.60183      0.27364
ENSG00000255468   11   66015421   66232275     67      11  481479      0.59534      0.27581
ENSG00000174669   11   66029992   66239685     68      11  481498      0.57206      0.28364
ENSG00000174576   11   66088475   66294178     62       8  481649       1.0749      0.14122
ENSG00000174547   11   66102546   66334209     78       9  481656       1.1534      0.12438
ENSG00000174516   11   66134216   66344808     69       7  481516       1.1335      0.12851
ENSG00000254986   11   66147484   66377130     75       8  481166       1.0356       0.1502
ENSG00000256349   11   66176550   66401084     76       8  481187       1.0772       0.1407
ENSG00000174483   11   66178077   66401098     75       8  481166       1.0862       0.1387
ENSG00000174165   11   66188108   66413709     70       6  481294       1.1041      0.13479
ENSG00000174080   11   66230934   66436312     69       6  481273       1.0508      0.14667
ENSG00000182791   11   66257640   66460554     63       6  481400       0.9603      0.16845
ENSG00000173992   11   66260292   66473490     64       7  481421      0.92354      0.17786
ENSG00000239306   11   66284053   66494818     58       6  481574      0.78555      0.21606
ENSG00000248643   11   66284097   66513940     58       6  481574      0.78555      0.21606
ENSG00000173933   11   66284097   66534153     59       6  481594      0.78859      0.21518
ENSG00000173914   11   66332469   66545392     36       5  481799       0.3966      0.34583
ENSG00000173898   11   66352719   66596697     41       6  482321      0.72581      0.23398
ENSG00000173715   11   66411922   66710987     60       7  481613       1.2013      0.11483
ENSG00000173653   11   66510306   66714017     45       5  481240       1.3451      0.08929
ENSG00000173599   11   66515704   66825847     65       8  481441       1.2893     0.098654
ENSG00000173621   11   66524118   66727946     49       5  481362       1.3419     0.089813
ENSG00000173237   11   66642748   66844475     48       9  481683       1.1719      0.12062
ENSG00000173227   11   66674249   66918334     49      11  479650      0.98006      0.16353
ENSG00000173156   11   66724289   66939484     35      10  479376    -0.090496      0.53605
ENSG00000173120   11   66786740   67125558     62       9  480477     -0.73939      0.77016
ENSG00000179038   11   66863391   67064638     35       5  479376      -1.1727      0.87954
ENSG00000173020   11   66933881   67154027     46       6  482245     -0.87093       0.8081
ENSG00000172932   11   66956018   67169956     51       6  480648      -0.8127      0.79181
ENSG00000172830   11   66970919   67180078     54       6  480454     -0.84466      0.80085
ENSG00000175482   11   67018248   67224443     64       8  480286     -0.65418       0.7435
ENSG00000175505   11   67031639   67241648     66       8  480360     -0.51881      0.69805
ENSG00000172613   11   67059176   67265881     63       7  480513     -0.28372      0.61169
ENSG00000172531   11   67065654   67288654     73       9  480587     0.072338      0.47117
ENSG00000175463   11   67071386   67277560     63       8  480513   -0.0047207      0.50188
ENSG00000172508   11   67082439   67293078     68       9  480429      0.13456      0.44648
ENSG00000175634   11   67095931   67302872     67       9  480395      0.14697      0.44158
ENSG00000213402   11   67102981   67305538     68       9  480429      0.12818      0.44901
ENSG00000172725   11   67105519   67311292     68       9  480429      0.11584      0.45389
ENSG00000175514   11   67118772   67320200     69       9  480543     0.055998      0.47767
ENSG00000175544   11   67119877   67326699     71      10  480605      0.01515      0.49396
ENSG00000172663   11   67131824   67336743     69      10  480543   -0.0091978      0.50367
ENSG00000110711   11   67150512   67358574     74      10  480691     -0.22372      0.58851
ENSG00000110697   11   67159239   67373734     79      11  480820     -0.22626       0.5895
ENSG00000167797   11   67173968   67376120     70       9  482012     -0.12741      0.55069
ENSG00000167791   11   67186383   67390899     65       8  481957    -0.061876      0.52467
ENSG00000084207   11   67251066   67454131     75      11  481990     0.023038      0.49081
ENSG00000184224   11   67270351   67474177     78      13  482019     0.025062         0.49
ENSG00000167792   11   67274323   67480006     80      13  482037     0.051894      0.47931
ENSG00000167799   11   67295409   67497401     67      12  482152     -0.30426      0.61954
ENSG00000167800   11   67298774   67507031     67      12  482152     -0.30426      0.61954
ENSG00000132744   11   67310026   67518130     66      12  482143     -0.28599      0.61256
ENSG00000132746   11   67329633   67548671     66      13  478141      0.27592       0.3913
ENSG00000110057   11   67658575   67872452     45       9  475738      0.73824      0.23018
ENSG00000006534   11   67676048   67896744     45       8  479465      0.66807      0.25204
ENSG00000110717   11   67698084   67904111     47       8  479604      0.62086      0.26735
ENSG00000110719   11   67706483   67918362     52       8  479905      0.50856      0.30553
ENSG00000110721   11   67720326   67988911     75      11  471755       0.6384      0.26161
ENSG00000110066   11   67822330   68081295     71      12  465735       1.5527      0.06025
ENSG00000171067   11   67928803   68139469     68      14  454582        1.755     0.039628
ENSG00000162337   11   67980077   68316743    113      19  456000       2.2734       0.0115
ENSG00000110075   11   68128186   68482802    132      13  462443       2.7641    0.0028537
ENSG00000069482   11   68351247   68558643     92      11  471450       2.9479    0.0015998
ENSG00000132749   11   68374908   68619032    104      14  473447       2.7867    0.0026625
ENSG00000110090   11   68422088   68711878    121      17  474751       1.9606     0.024963
ENSG00000197345   11   68558744   68771303     85      10  482533       -1.139      0.87264
ENSG00000132740   11   68571310   68808070     98      12  482559     -0.95022        0.829
ENSG00000172938   11   68647490   68848455     80      11  481682      -1.0685      0.85735
ENSG00000172935   11   68671863   68880877     90      15  481612      -1.3183       0.9063
ENSG00000162341   11   68716365   68958072    104      21  481601     -0.61669      0.73128
ENSG00000172927   11   68961605   69282494    137      33  454861   -0.0099368      0.50396
ENSG00000110092   11   69355855   69569242     96      21  428262     -0.75033      0.77347
ENSG00000149716   11   69367844   69590184    101      24  422723      -1.0396      0.85073
ENSG00000162344   11   69413000   69619410     89      27  408149      -1.2426      0.89299
ENSG00000268351   11   69487254   69687718     91      23  375332      -1.6295       0.9484
ENSG00000075388   11   69487797   69690171     91      23  375332      -1.6295       0.9484
ENSG00000186895   11   69524992   69733792     88      22  370718      -1.5509      0.93954
ENSG00000131620   11   69824408   70135634    171      42  393422     -0.30884      0.62128
ENSG00000168040   11   69949269   70153496     81      20  428009     -0.32168      0.62615
ENSG00000131626   11   70016806   70330509     93      15  413702     -0.54784       0.7081
ENSG00000085733   11   70144510   70382690     71      12  405074      -1.4797      0.93053
ENSG00000162105   11   70213961   71063623    325      72  391069     -0.92173      0.82167
ENSG00000172893   11   71039239   71263914    162      23  425590      0.77037      0.22054
ENSG00000172890   11   71064155   71335153    157      23  429750      0.86796      0.19271
ENSG00000244411   11   71138313   71339210     96      14  440316      0.70285      0.24107
ENSG00000241233   11   71149071   71350253     87      14  433538      0.75958      0.22375
ENSG00000254997   11   71159466   71360653     79      15  427240      0.77381      0.21952
ENSG00000204572   11   71176609   71379980     69      15  416184      0.89903      0.18432
ENSG00000204571   11   71192901   71414399     64      14  407736      0.99664      0.15947
ENSG00000187811   11   71192956   71418487     65      15  407290      0.97037      0.16593
ENSG00000158483   11   71398556   71612282     15       4  420364   -0.0096914      0.50387
ENSG00000184276   11   71444246   71648756     21       4  453037      0.26515      0.39545
ENSG00000254469   11   71476555   71739700     49       5  462124      0.35516      0.36124
ENSG00000137522   11   71539747   71808643     66       4  473673      0.42904      0.33395
ENSG00000137496   11   71609587   71816761     65       4  473533      0.34836      0.36379
ENSG00000137497   11   71613910   71891739     86       6  467245      0.10755      0.45718
ENSG00000184154   11   71691382   71921828     69       7  460416     -0.11471      0.54566
ENSG00000149357   11   71696941   71914433     68       7  460088     -0.14108       0.5561
ENSG00000110200   11   71717424   71923826     60       7  456821     -0.34349      0.63439
ENSG00000110203   11   71725915   71950936     66       9  451074     -0.51628      0.69717
ENSG00000110195   11   71800602   72007345     57      15  423086      -1.5004      0.93324
ENSG00000165457   11   71827645   72032994     51      14  407262      -1.9246      0.97286
ENSG00000165458   11   71834745   72050149     51      13  405259       -1.832      0.96653
ENSG00000165462   11   71850121   72056708     48      11  398600      -1.5487      0.93927
ENSG00000162129   11   71903469   72245692     94      21  383182      0.41229      0.34006
ENSG00000186642   11   72187185   72485635    146      31  422257       1.2682      0.10236
ENSG00000186635   11   72296114   72604644    109      21  430761      0.16179      0.43573
ENSG00000214530   11   72365774   72604726     82      15  428631      -1.0795      0.85981
ENSG00000168010   11   72425353   72654719     59      12  410387    -0.098294      0.53915
ENSG00000137478   11   72447790   72953306    107      21  402414       1.0227      0.15323
ENSG00000175591   11   72829343   73047397     61      20  432507       2.4718    0.0067222
ENSG00000171631   11   72875550   73109662     74      19  439653        2.137       0.0163
ENSG00000110237   11   72919334   73180136     78      14  451060       1.8351     0.033248
ENSG00000054967   11   72987309   73208519     60       8  444630       1.4359     0.075515
ENSG00000054965   11   73011532   73409234    114      19  456433      0.97341      0.16517
ENSG00000021300   11   73257223   73473864     74      15  475523      0.17485       0.4306
ENSG00000175582   11   73286683   73572182    100      16  477397     0.030853      0.48769
ENSG00000175581   11   73398361   73676178     94      13  481446     -0.47271      0.68179
ENSG00000181924   11   73483712   73688033     76      13  481362      -0.4439      0.67144
ENSG00000175575   11   73487744   73738790     98      17  481327     -0.49234      0.68876
ENSG00000187726   11   73561364   73781411     85      17  482336      0.56066      0.28752
ENSG00000175567   11   73585712   73794352     76      15  482069       1.0732       0.1416
ENSG00000175564   11   73611326   73820480     74      14  482051       1.2266      0.10999
ENSG00000168014   11   73623763   73982255    114      15  482142       2.2106     0.013532
ENSG00000214517   11   73782144   74065748     92      11  482184       2.2886     0.011051
ENSG00000149380   11   73846846   74122702     99      12  480122       2.0061     0.022425
ENSG00000165434   11   73941363   74209518    131      21  474787       1.3222     0.093054
ENSG00000175538   11   74065886   74278774    118      19  468465     -0.13743      0.55466
ENSG00000175536   11   74102757   74304778    108      17  465847    -0.076542      0.53051
ENSG00000077514   11   74104896   74480162    190      34  458420      0.64033      0.26098
ENSG00000054938   11   74307474   74542430    105      20  456106        1.071      0.14209
ENSG00000166439   11   74359913   74653458    101      16  469845      0.32582      0.37228
ENSG00000166435   11   74418784   74760245    112      10  480822    -0.063194      0.52519
ENSG00000118363   11   74560292   74790076     65       8  481441     -0.27452      0.60816
ENSG00000162139   11   74599179   74829938     72       9  481566     -0.34325      0.63429
ENSG00000171561   11   74699758   74900799    106      14  475775      -1.0336      0.84935
ENSG00000137491   11   74711608   75017594    145      23  455949      -1.6694      0.95248
ENSG00000261594   11   74851950   75054742    107      23  433635      -2.2672      0.98831
ENSG00000137486   11   74875226   75162873    127      35  428854      -1.2838       0.9004
ENSG00000149273   11   75010530   75233324     99      17  446235      0.43479      0.33186
ENSG00000149243   11   75033438   75241674     88      14  458346      0.70285      0.24107
ENSG00000158555   11   75045685   75336948    136      22  469844      0.26041      0.39728
ENSG00000149257   11   75173101   75383828     94      17  482195      0.14939      0.44062
ENSG00000171533   11   75197963   75480165    136      26  469409      -0.3199      0.62548
ENSG00000166391   11   75328864   75544003     80      12  441474     -0.97744      0.83583
ENSG00000062282   11   75370557   75612579     98      12  433771      -1.2189      0.88856
ENSG00000198382   11   75426212   75954239    192      24  442220     -0.91543      0.82002
ENSG00000085741   11   75797369   76021780    128      31  455200      0.16003      0.43643
ENSG00000137492   11   75961000   76192015    114      27  434086       1.0417      0.14877
ENSG00000179240   11   75992357   76225663     95      21  431761       1.3659     0.085978
ENSG00000158636   11   76055967   76364069    134      24  439601       1.1163      0.13216
ENSG00000137507   11   76268568   76481791    134      36  433379      0.26963      0.39372
ENSG00000182704   11   76393295   76609198    111      24  433089     -0.49467      0.68958
ENSG00000078124   11   76471911   76837841    132      16  444637     -0.62279      0.73329
ENSG00000198488   11   76645385   76853096     74      14  439808      -1.1556      0.87607
ENSG00000149260   11   76677979   76937201    116      26  449134      -1.5095      0.93441
ENSG00000254550   11   76713886   76914377     91      22  441415       -1.258       0.8958
ENSG00000137474   11   76739310   77026284    127      28  453759      -1.0056       0.8427
ENSG00000178795   11   76827603   77112732    117      19  466793       -1.271      0.89814
ENSG00000149269   11   76932752   77285680     96      11  481472     -0.55429      0.71031
ENSG00000268635   11   77084416   77288074     49       9  480266     -0.63645      0.73776
ENSG00000074201   11   77125981   77448850     98      13  477630        1.596      0.05524
ENSG00000178301   11   77200436   77421400     67       9  475271       1.7341     0.041455
ENSG00000048649   11   77271041   77632063    126      11  473148       2.0085     0.022294
ENSG00000087884   11   77432155   77729478    100      11  469088       2.2708     0.011578
ENSG00000149262   11   77489766   77805724    110      17  472837       1.8831     0.029846
ENSG00000151364   11   77626761   77857237     88      14  475688       1.0935      0.13708
ENSG00000259112   11   77628017   77890911    102      16  474023       1.0324      0.15095
ENSG00000151365   11   77674907   77879397     85      13  477413      0.55945      0.28793
ENSG00000151366   11   77679350   77891265     91      14  474999      0.47554       0.3172
ENSG00000159063   11   77711982   77950706    111      17  477109       1.0441      0.14822
ENSG00000188997   11   77782295   77999868     97      12  477543       1.6741     0.047059
ENSG00000118369   11   77799858   78025757    100      11  477531       1.7812     0.037441
ENSG00000033327   11   77826343   78229394    131       8  475458       1.8722      0.03059
ENSG00000137513   11   78047007   78385919     96       8  463583       1.6074     0.053987
ENSG00000149256   11   78263876   79251992    621     123  396280     -0.27242      0.60735
ENSG00000182103   11   82343053   82544906    102      18  445293     -0.65141      0.74261
ENSG00000137509   11   82434544   82781626    146      19  460999      -0.3796      0.64788
ENSG00000165490   11   82511017   82769319    119      15  464215     -0.21138      0.58371
ENSG00000137502   11   82584175   82882965     94      15  451584     -0.21379      0.58464
ENSG00000165494   11   82768030   82998493     76      16  440825      -2.0289      0.97877
ENSG00000137494   11   82804781   83071736     83      13  439612      -2.2361      0.98733
ENSG00000137500   11   82870139   83097450     69       9  451527      -1.7921      0.96344
ENSG00000150672   11   83066055   85438966    959     116  442373       1.5575     0.059674
ENSG00000171204   11   85239629   85447580     80      10  480802     -0.29094      0.61445
ENSG00000171202   11   85259011   85467591     88      11  480977     -0.49699       0.6904
ENSG00000137504   11   85270752   85493951     91      11  481035     -0.62543      0.73416
ENSG00000179071   11   85294893   85497320     88      10  481206     -0.76121      0.77673
ENSG00000137501   11   85305267   85622184    140      17  481652     -0.89405      0.81435
ENSG00000215504   11   85463600   85665986     91      14  482546      -1.0766      0.85918
ENSG00000150676   11   85466144   85731064    117      18  482444      -1.1012      0.86461
ENSG00000073921   11   85568727   85880924    145      20  480612      0.31376      0.37685
ENSG00000074266   11   85855586   86089855     96      18  448431        2.161     0.015347
ENSG00000149196   11   85913253   86156969    109      19  449544       2.3409    0.0096198
ENSG00000149201   11   85985778   86234151    147      25  453622       2.3172     0.010246
ENSG00000151376   11   86052150   86483678    292      45  424479       1.9522     0.025459
ENSG00000150687   11   86402101   86763952    215      48  386060      0.30196      0.38134
ENSG00000174804   11   86556721   86766433    122      31  385527      0.78749       0.2155
ENSG00000166575   11   86648886   87134800    243      35  419577       1.5964     0.055198
ENSG00000123892   11   87746410   88008635    185      37  444891     -0.89405      0.81435
ENSG00000109861   11   87926760   88170955    144      31  452628     -0.34616      0.63539
ENSG00000168959   11   88137744   88899113    311      35  409899      -1.1084      0.86615
ENSG00000077498   11   88810620   89128927     79      12  425151      -1.8338      0.96666
ENSG00000086991   11   88957524   89422779    123      19  444914      -1.2485      0.89408
ENSG00000214414   11   89343467   89551040     34       3  477490      0.54034      0.29448
ENSG00000168930   11   89430823   89641743     12       3  467883       1.0399      0.14918
ENSG00000189253   11   89502450   89709185      2       1  482730      -1.0121      0.84425
ENSG00000223417   11   89544279   89754935      3       1  482730      -1.1253      0.86976
ENSG00000204449   11   89664274   89906558     25       4  482730      0.66633       0.2526
ENSG00000077616   11   89764683   90026062     74      11  447982      0.11825      0.45293
ENSG00000110172   11   89834328   90056532     83      14  437970    -0.011732      0.50468
ENSG00000165323   11   91985262   92729618    312      39  430073      0.58927      0.27784
ENSG00000134640   11   92602886   92818232    123      29  429963       0.7181      0.23635
ENSG00000180773   11   92777341   93031130    113      20  426268      -1.0919      0.86256
ENSG00000165325   11   92963137   93271653    134      20  480889    -0.051834      0.52067
ENSG00000166002   11   93111638   93376674    129      22  480219        -0.23      0.59095
ENSG00000166004   11   93294805   93563522     91      11  477107      0.40436      0.34297
ENSG00000166012   11   93363114   93617557     75      13  478144       1.0589      0.14483
ENSG00000182919   11   93374757   93597915     63      11  477536       1.1674      0.12153
ENSG00000042429   11   93417393   93647861     78      15  479868        1.412     0.078969
ENSG00000214376   11   93451398   93683697     93      17  480510       1.3603      0.08687
ENSG00000181333   11   93654527   93946917    114      17  480788       1.0314      0.15118
ENSG00000110218   11   93762094   94015138     83      11  480265      0.61296      0.26995
ENSG00000183560   11   93938759   94140887     73      14  479264     -0.52145      0.69897
ENSG00000123901   11   94010477   94234585     96      14  479745      0.38678      0.34946
ENSG00000020922   11   94052895   94327074    132      16  477908       0.7421      0.22901
ENSG00000168876   11   94126795   94332749    106      12  478022      0.94678      0.17187
ENSG00000134627   11   94177006   94454587    152      27  454911      0.16033      0.43631
ENSG00000196371   11   94177017   94383063    107      16  472965      0.54022      0.29452
ENSG00000166025   11   94339597   94709918    153      35  441163       1.5757     0.057549
ENSG00000150316   11   94595787   94806776     86      21  423266      0.94641      0.17197
ENSG00000186280   11   94606845   94832682    104      24  411749       1.0891      0.13805
ENSG00000235268   11   94658422   94860760    108      26  402968      0.97319      0.16523
ENSG00000149218   11   94722974   94965809    125      31  397690      0.58065      0.28074
